Iteration,Instance,Execution Time (s),Best Cost
0,C101.txt,310.633278131485,7961.255403661628,3000,20,4,3,exponential,1000,41.4520347066
1,R101.txt,386.944922208786,4656.402617753155,3000,20,4,3,exponential,1000,41.4520347066
2,RC101.txt,328.96221232414246,5768.161955291982,3000,20,4,3,exponential,1000,41.4520347066
3,C201.txt,347.6084794998169,5696.858520798111,3000,20,4,3,exponential,1000,41.4520347066
4,R201.txt,518.5441935062408,3538.8870856193366,3000,20,4,3,exponential,1000,41.4520347066
5,RC201.txt,719.9790887832642,5007.416623272241,3000,20,4,3,exponential,1000,41.4520347066
6,C101.txt,523.0349440574646,7881.97042605208,4000,5,3,1,exponential,2000,49.0595181671
7,R101.txt,629.7768795490265,4586.233522351229,4000,5,3,1,exponential,2000,49.0595181671
8,RC101.txt,588.7757022380829,5705.081363614557,4000,5,3,1,exponential,2000,49.0595181671
9,C201.txt,565.8219857215881,5695.021829402513,4000,5,3,1,exponential,2000,49.0595181671
10,R201.txt,772.8269596099854,3556.2778289004737,4000,5,3,1,exponential,2000,49.0595181671
11,RC201.txt,877.5690860748291,4959.6692088295395,4000,5,3,1,exponential,2000,49.0595181671
12,C101.txt,306.3907821178436,7916.719148325424,3000,7,4,2,linear,600,0.0216174101
13,R101.txt,413.37302231788635,4657.954276362323,3000,7,4,2,linear,600,0.0216174101
14,RC101.txt,358.3972330093384,5714.682317862255,3000,7,4,2,linear,600,0.0216174101
15,C201.txt,345.6501042842865,5702.116892770548,3000,7,4,2,linear,600,0.0216174101
16,R201.txt,560.4814913272858,3588.700259656027,3000,7,4,2,linear,600,0.0216174101
17,RC201.txt,703.6406242847443,4943.886930021777,3000,7,4,2,linear,600,0.0216174101
18,C101.txt,341.8550431728363,7823.453433525422,3000,15,5,3,exponential,2000,42.4477835015
19,R101.txt,394.2275941371918,4634.848934598701,3000,15,5,3,exponential,2000,42.4477835015
20,RC101.txt,396.3754653930664,5670.347596923841,3000,15,5,3,exponential,2000,42.4477835015
21,C201.txt,327.41676330566406,5705.53230763534,3000,15,5,3,exponential,2000,42.4477835015
22,R201.txt,620.9421203136444,3542.186722620012,3000,15,5,3,exponential,2000,42.4477835015
23,RC201.txt,672.2371695041656,4856.843570303519,3000,15,5,3,exponential,2000,42.4477835015
24,C101.txt,475.4148030281067,7857.48159886017,4000,20,16,2,exponential,2000,87.5333059436
25,R101.txt,645.2220168113708,4576.98115311627,4000,20,16,2,exponential,2000,87.5333059436
26,RC101.txt,533.2654979228973,5640.476440217788,4000,20,16,2,exponential,2000,87.5333059436
27,C201.txt,448.2130832672119,5695.907490567257,4000,20,16,2,exponential,2000,87.5333059436
28,R201.txt,701.5014162063599,3603.964713114733,4000,20,16,2,exponential,2000,87.5333059436
29,RC201.txt,775.6340174674988,4963.572332788222,4000,20,16,2,exponential,2000,87.5333059436
30,C101.txt,194.56214547157288,7802.435596078263,2000,5,4,1,exponential,2000,41.6653632001
31,R101.txt,248.53275299072266,4597.922763866243,2000,5,4,1,exponential,2000,41.6653632001
32,RC101.txt,218.92383813858032,5682.416785616777,2000,5,4,1,exponential,2000,41.6653632001
33,C201.txt,221.30589604377747,5701.453990706397,2000,5,4,1,exponential,2000,41.6653632001
34,R201.txt,353.84356665611267,3570.3635111142066,2000,5,4,1,exponential,2000,41.6653632001
35,RC201.txt,427.54623770713806,4848.288338830983,2000,5,4,1,exponential,2000,41.6653632001
